image,weather,time_of_day,road_type,speed,severity
00626.jpg,cloudy,night,highway,99,minor
00627.jpg,rainy,dawn,urban,66,moderate
00628.jpg,snowy,dawn,highway,79,moderate
00629.jpg,rainy,night,rural,67,minor
00630.jpg,cloudy,dawn,urban,104,minor
00631.jpg,cloudy,night,highway,29,minor
00632.jpg,cloudy,dusk,urban,28,moderate
00633.jpg,cloudy,dawn,urban,104,minor
00634.jpg,clear,dawn,urban,84,severe
00635.jpg,cloudy,dusk,rural,106,moderate
00636.jpg,clear,night,rural,79,severe
00637.jpg,clear,night,urban,105,severe
00638.jpg,snowy,day,urban,110,minor
00639.jpg,clear,dawn,rural,57,moderate
00640.jpg,rainy,dawn,highway,32,severe
00641.jpg,cloudy,day,rural,58,minor
00642.jpg,clear,dawn,rural,112,minor
00643.jpg,clear,day,rural,84,moderate
00644.jpg,rainy,night,highway,24,severe
00645.jpg,rainy,day,rural,44,minor
00646.jpg,cloudy,night,urban,29,severe
00647.jpg,cloudy,day,highway,79,moderate
00648.jpg,snowy,dusk,rural,38,minor
00649.jpg,cloudy,day,highway,64,moderate
00650.jpg,rainy,dusk,highway,66,severe
00651.jpg,rainy,night,rural,28,severe
00652.jpg,rainy,dawn,urban,67,severe
00653.jpg,snowy,dusk,highway,113,moderate
00654.jpg,rainy,dusk,highway,83,minor
00655.jpg,rainy,night,urban,29,moderate
00656.jpg,clear,night,rural,70,severe
00657.jpg,snowy,night,urban,52,moderate
00658.jpg,clear,night,rural,84,minor
00659.jpg,snowy,night,rural,93,severe
00660.jpg,cloudy,dawn,highway,61,severe
00661.jpg,rainy,dawn,highway,111,minor
00662.jpg,clear,night,highway,66,moderate
00663.jpg,cloudy,night,highway,82,moderate
00664.jpg,snowy,dusk,highway,42,minor
00665.jpg,rainy,dawn,urban,56,severe
00666.jpg,clear,day,urban,22,minor
00667.jpg,rainy,day,rural,92,moderate
00668.jpg,clear,day,rural,68,severe
00669.jpg,clear,dusk,rural,63,severe
00670.jpg,rainy,dawn,rural,100,minor
00671.jpg,clear,dawn,urban,95,moderate
00672.jpg,snowy,day,urban,99,minor
00673.jpg,rainy,day,urban,79,severe
00674.jpg,snowy,dusk,urban,43,minor
00675.jpg,clear,dawn,highway,76,moderate
00676.jpg,rainy,dusk,highway,110,minor
00677.jpg,rainy,night,urban,102,moderate
00678.jpg,rainy,night,urban,66,severe
00679.jpg,rainy,dawn,urban,71,minor
00680.jpg,rainy,dusk,rural,38,moderate
00681.jpg,cloudy,dawn,urban,88,severe
00682.jpg,rainy,dawn,highway,90,severe
00683.jpg,rainy,day,highway,61,minor
00684.jpg,rainy,dusk,highway,71,minor
00685.jpg,clear,dawn,rural,45,minor
00686.jpg,rainy,night,highway,108,moderate
00687.jpg,rainy,dawn,highway,92,moderate
00688.jpg,rainy,night,highway,103,severe
00689.jpg,clear,day,highway,41,minor
00690.jpg,clear,night,urban,36,moderate
00691.jpg,rainy,night,highway,87,minor
00692.jpg,rainy,dawn,highway,85,severe
00693.jpg,rainy,dawn,highway,54,minor
00694.jpg,rainy,night,rural,56,minor
00695.jpg,snowy,dusk,urban,79,moderate
00696.jpg,clear,night,rural,20,moderate
00697.jpg,rainy,dawn,rural,46,severe
00698.jpg,rainy,dusk,highway,43,severe
00699.jpg,snowy,dusk,rural,24,severe
00700.jpg,clear,night,highway,100,minor
00701.jpg,rainy,night,highway,67,severe
00702.jpg,cloudy,dusk,highway,113,minor
00703.jpg,clear,dusk,rural,68,severe
00704.jpg,cloudy,day,urban,20,moderate
00705.jpg,snowy,night,highway,38,minor
00706.jpg,clear,dawn,highway,92,moderate
00707.jpg,cloudy,dawn,rural,69,moderate
00708.jpg,clear,dusk,rural,78,minor
00709.jpg,clear,dusk,rural,105,moderate
00710.jpg,cloudy,night,rural,67,minor
00711.jpg,clear,dusk,rural,119,moderate
00712.jpg,snowy,day,highway,106,minor
00713.jpg,snowy,day,rural,46,minor
00714.jpg,rainy,dawn,urban,89,moderate
00715.jpg,rainy,night,highway,60,severe
00716.jpg,clear,day,rural,54,severe
00717.jpg,rainy,dusk,highway,98,moderate
00718.jpg,snowy,dusk,rural,113,moderate
00719.jpg,rainy,night,rural,65,severe
00720.jpg,snowy,dawn,highway,85,moderate
00721.jpg,cloudy,night,urban,28,minor
00722.jpg,cloudy,dawn,urban,63,moderate
00723.jpg,clear,day,rural,88,moderate
00724.jpg,rainy,day,urban,106,moderate
00725.jpg,clear,day,urban,68,moderate
00726.jpg,snowy,night,highway,59,minor
00727.jpg,clear,day,urban,100,minor
00728.jpg,rainy,night,highway,28,severe
00729.jpg,clear,night,urban,46,minor
00730.jpg,clear,dusk,highway,108,moderate
00731.jpg,rainy,dawn,rural,91,severe
00732.jpg,cloudy,day,highway,35,minor
00733.jpg,snowy,dawn,rural,46,severe
00734.jpg,cloudy,day,highway,47,minor
00735.jpg,rainy,dusk,rural,77,minor
00736.jpg,cloudy,day,rural,84,severe
00737.jpg,rainy,day,urban,61,severe
00738.jpg,snowy,dawn,rural,115,moderate
00739.jpg,snowy,day,rural,63,moderate
00740.jpg,snowy,day,highway,68,minor
00741.jpg,rainy,dusk,rural,49,moderate
00742.jpg,rainy,day,urban,38,severe
00743.jpg,clear,dusk,highway,101,severe
00744.jpg,rainy,night,urban,87,severe
00745.jpg,rainy,dawn,rural,111,severe
00746.jpg,rainy,dusk,rural,24,minor
00747.jpg,cloudy,night,highway,31,severe
00748.jpg,cloudy,night,urban,24,minor
00749.jpg,cloudy,dawn,rural,93,moderate
00750.jpg,cloudy,dusk,urban,98,minor
00751.jpg,clear,dusk,rural,81,minor
00752.jpg,clear,day,urban,87,severe
00753.jpg,clear,dusk,urban,101,moderate
00754.jpg,rainy,night,highway,113,minor
00755.jpg,clear,dawn,urban,114,minor
00756.jpg,clear,day,rural,73,minor
00757.jpg,clear,day,rural,96,severe
00758.jpg,cloudy,dawn,highway,95,severe
00759.jpg,clear,dusk,urban,105,moderate
00760.jpg,rainy,night,urban,28,severe
00761.jpg,snowy,day,rural,116,severe
00762.jpg,rainy,day,highway,38,moderate
00763.jpg,clear,night,highway,95,minor
00764.jpg,snowy,dusk,highway,83,minor
00765.jpg,cloudy,dusk,urban,80,severe
00766.jpg,clear,day,highway,91,severe
00767.jpg,snowy,night,rural,27,moderate
00768.jpg,rainy,night,rural,67,minor
00769.jpg,snowy,dusk,highway,47,minor
00770.jpg,rainy,dusk,rural,29,severe
00771.jpg,snowy,dusk,highway,43,moderate
00772.jpg,clear,night,urban,48,minor
00773.jpg,snowy,day,urban,28,moderate
00774.jpg,clear,dawn,highway,27,minor
00775.jpg,cloudy,dawn,highway,106,minor
00776.jpg,rainy,night,rural,105,severe
00777.jpg,cloudy,dusk,rural,89,severe
00778.jpg,clear,night,rural,107,minor
00779.jpg,clear,dawn,rural,38,moderate
00780.jpg,snowy,dusk,rural,87,severe
00781.jpg,rainy,day,urban,32,moderate
00782.jpg,snowy,dusk,highway,66,moderate
00783.jpg,rainy,day,urban,97,severe
00784.jpg,rainy,dusk,highway,114,severe
00785.jpg,cloudy,dawn,urban,63,moderate
00786.jpg,clear,night,urban,35,moderate
00787.jpg,clear,night,urban,93,severe
00788.jpg,snowy,night,urban,113,moderate
00789.jpg,cloudy,dawn,highway,103,severe
00790.jpg,rainy,dawn,highway,20,minor
00791.jpg,clear,dawn,rural,64,moderate
00792.jpg,clear,night,rural,45,moderate
00793.jpg,rainy,night,highway,46,severe
00794.jpg,snowy,dawn,rural,29,moderate
00795.jpg,snowy,dawn,urban,37,moderate
00796.jpg,rainy,dusk,highway,41,severe
00797.jpg,cloudy,day,highway,69,severe
00798.jpg,clear,night,urban,64,moderate
00799.jpg,clear,day,urban,104,minor
00800.jpg,cloudy,night,rural,88,minor
00801.jpg,snowy,dawn,highway,97,moderate
00802.jpg,snowy,day,rural,108,minor
00803.jpg,cloudy,dusk,highway,33,moderate
00804.jpg,clear,dawn,highway,112,severe
00805.jpg,cloudy,dusk,highway,67,moderate
00806.jpg,cloudy,dawn,highway,34,minor
00807.jpg,clear,dawn,urban,72,severe
00808.jpg,rainy,dusk,rural,45,moderate
00809.jpg,clear,dusk,rural,44,minor
00810.jpg,clear,dawn,urban,50,minor
00811.jpg,cloudy,dusk,urban,58,severe
00812.jpg,cloudy,night,highway,80,minor
00813.jpg,cloudy,night,highway,21,severe
00814.jpg,clear,dusk,urban,67,minor
00815.jpg,cloudy,night,rural,114,minor
00816.jpg,snowy,dawn,highway,49,minor
00817.jpg,rainy,dusk,rural,97,moderate
00818.jpg,rainy,dusk,rural,113,minor
00819.jpg,snowy,dawn,urban,20,moderate
00820.jpg,cloudy,dawn,rural,59,severe
00821.jpg,clear,day,urban,28,minor
00822.jpg,rainy,day,highway,80,minor
00823.jpg,cloudy,day,rural,48,minor
00824.jpg,clear,day,rural,71,minor
00825.jpg,clear,day,urban,20,severe
00826.jpg,rainy,night,urban,108,severe
00827.jpg,rainy,dawn,highway,24,moderate
00828.jpg,snowy,dawn,rural,49,severe
00829.jpg,snowy,night,rural,88,minor
00830.jpg,cloudy,day,highway,47,severe
00831.jpg,rainy,day,highway,51,moderate
00832.jpg,rainy,night,urban,112,minor
00833.jpg,clear,dusk,rural,109,minor
00834.jpg,snowy,dusk,rural,96,severe
00835.jpg,snowy,dusk,urban,39,minor
00836.jpg,rainy,night,urban,76,minor
00837.jpg,rainy,night,highway,85,minor
00838.jpg,clear,day,rural,37,minor
00839.jpg,snowy,dawn,urban,27,moderate
00840.jpg,clear,night,highway,21,minor
00841.jpg,clear,day,urban,118,moderate
00842.jpg,clear,night,urban,116,moderate
00843.jpg,clear,dawn,rural,42,moderate
00844.jpg,snowy,dawn,highway,76,moderate
00845.jpg,snowy,night,urban,79,severe
00846.jpg,clear,night,urban,73,moderate
00847.jpg,clear,night,urban,66,moderate
00848.jpg,cloudy,day,urban,83,moderate
00849.jpg,clear,night,highway,28,minor
00850.jpg,clear,dusk,highway,39,moderate
00851.jpg,snowy,dawn,highway,91,moderate
00852.jpg,snowy,dusk,rural,28,severe
00853.jpg,cloudy,night,urban,42,severe
00854.jpg,rainy,dusk,urban,111,moderate
00855.jpg,rainy,dusk,rural,102,severe
00856.jpg,rainy,dawn,highway,61,minor
00857.jpg,rainy,dusk,highway,90,moderate
00858.jpg,rainy,day,highway,46,minor
00859.jpg,rainy,day,highway,50,moderate
00860.jpg,rainy,night,urban,27,minor
00861.jpg,cloudy,day,urban,45,minor
00862.jpg,rainy,dawn,urban,76,minor
00863.jpg,rainy,day,urban,79,severe
00864.jpg,cloudy,night,urban,40,severe
00865.jpg,snowy,dusk,rural,114,moderate
00866.jpg,snowy,dusk,highway,34,minor
00867.jpg,cloudy,dusk,urban,108,minor
00868.jpg,clear,dawn,highway,120,minor
00869.jpg,clear,night,urban,46,severe
00870.jpg,rainy,night,rural,67,minor
00871.jpg,cloudy,night,urban,84,moderate
00872.jpg,cloudy,day,urban,42,severe
00873.jpg,rainy,night,highway,51,moderate
00874.jpg,snowy,night,urban,119,moderate
00875.jpg,clear,dawn,highway,111,moderate
00876.jpg,clear,dusk,highway,76,severe
00877.jpg,rainy,dusk,highway,79,minor
00878.jpg,rainy,dawn,rural,47,severe
00879.jpg,rainy,night,rural,77,moderate
00880.jpg,cloudy,day,urban,72,moderate
00881.jpg,cloudy,dawn,rural,118,moderate
00882.jpg,cloudy,dusk,highway,20,minor
00883.jpg,cloudy,night,rural,36,severe
00884.jpg,clear,dawn,highway,77,severe
00885.jpg,cloudy,night,urban,65,moderate
00886.jpg,cloudy,night,rural,71,moderate
00887.jpg,snowy,dawn,rural,105,moderate
00888.jpg,rainy,night,highway,71,severe
00889.jpg,snowy,night,highway,33,severe
00890.jpg,snowy,dusk,rural,39,severe
00891.jpg,snowy,dawn,highway,88,minor
00892.jpg,rainy,dusk,highway,102,moderate
00893.jpg,clear,night,highway,102,minor
00894.jpg,clear,dusk,rural,90,severe
00895.jpg,cloudy,day,rural,37,moderate
00896.jpg,snowy,night,highway,60,moderate
00897.jpg,rainy,dawn,urban,72,severe
00898.jpg,cloudy,night,rural,60,minor
00899.jpg,snowy,dusk,urban,76,moderate
00900.jpg,clear,night,rural,27,severe
00901.jpg,snowy,night,highway,98,minor
00902.jpg,cloudy,dusk,highway,55,moderate
00903.jpg,cloudy,night,rural,71,moderate
00904.jpg,cloudy,dawn,urban,60,moderate
00905.jpg,snowy,dusk,highway,94,moderate
00906.jpg,rainy,dawn,rural,90,moderate
00907.jpg,cloudy,dusk,highway,70,moderate
00908.jpg,clear,dusk,urban,57,moderate
00909.jpg,clear,night,urban,33,minor
00910.jpg,cloudy,day,rural,74,minor
00911.jpg,rainy,dusk,rural,27,severe
00912.jpg,snowy,dusk,highway,38,severe
00913.jpg,rainy,night,rural,73,severe
00914.jpg,cloudy,night,urban,56,minor
00915.jpg,rainy,day,urban,94,moderate
00916.jpg,cloudy,day,urban,28,minor
00917.jpg,clear,day,rural,47,minor
00918.jpg,cloudy,dawn,highway,111,severe
00919.jpg,rainy,night,urban,117,severe
00920.jpg,cloudy,dawn,highway,29,minor
00921.jpg,snowy,dusk,rural,68,minor
00922.jpg,clear,night,highway,34,moderate
00923.jpg,rainy,day,urban,52,moderate
00924.jpg,snowy,dawn,rural,103,minor
00925.jpg,clear,night,urban,67,severe
00926.jpg,clear,dusk,highway,28,severe
00927.jpg,snowy,night,urban,109,moderate
00928.jpg,cloudy,dawn,highway,59,minor
00929.jpg,rainy,night,highway,38,minor
00930.jpg,snowy,dawn,urban,109,moderate
00931.jpg,clear,dusk,urban,57,severe
00932.jpg,snowy,dusk,rural,23,minor
00933.jpg,rainy,night,urban,63,minor
00934.jpg,snowy,dusk,urban,99,severe
00935.jpg,snowy,dusk,rural,117,severe
00936.jpg,rainy,dawn,rural,109,minor
00937.jpg,cloudy,day,urban,33,minor
00938.jpg,snowy,day,highway,47,minor
00939.jpg,clear,night,rural,29,severe
00940.jpg,rainy,dusk,highway,81,moderate
00941.jpg,snowy,night,rural,71,severe
00942.jpg,rainy,dawn,rural,40,moderate
00943.jpg,snowy,dawn,urban,107,severe
00944.jpg,clear,dusk,highway,111,minor
00945.jpg,cloudy,dusk,urban,103,minor
00946.jpg,clear,night,highway,106,moderate
00947.jpg,cloudy,night,urban,30,moderate
00948.jpg,cloudy,day,highway,57,severe
00949.jpg,clear,day,urban,80,minor
00950.jpg,snowy,dusk,highway,59,moderate
00951.jpg,cloudy,day,urban,115,severe
00952.jpg,rainy,day,highway,105,minor
00953.jpg,cloudy,night,rural,65,moderate
00954.jpg,cloudy,night,highway,45,moderate
00955.jpg,cloudy,night,highway,36,moderate
00956.jpg,cloudy,day,highway,24,minor
00957.jpg,clear,dusk,urban,76,severe
00958.jpg,rainy,dusk,urban,120,severe
00959.jpg,rainy,dusk,rural,99,moderate
00960.jpg,clear,night,rural,30,moderate
00961.jpg,clear,dawn,urban,64,severe
00962.jpg,rainy,dusk,urban,119,moderate
00963.jpg,rainy,dawn,urban,76,severe
00964.jpg,cloudy,dawn,urban,105,minor
00965.jpg,snowy,night,urban,27,severe
00966.jpg,cloudy,day,highway,45,minor
00967.jpg,rainy,day,highway,82,minor
00968.jpg,clear,night,rural,67,moderate
00969.jpg,cloudy,day,highway,30,moderate
00970.jpg,snowy,night,highway,95,severe
00971.jpg,rainy,day,rural,116,moderate
00972.jpg,cloudy,dawn,urban,78,moderate
00973.jpg,clear,dawn,urban,116,severe
00974.jpg,cloudy,dawn,urban,80,severe
00975.jpg,clear,day,urban,35,moderate
00976.jpg,cloudy,dawn,rural,44,minor
00977.jpg,snowy,night,rural,105,severe
00978.jpg,rainy,day,rural,106,severe
00979.jpg,clear,dusk,highway,65,moderate
00980.jpg,clear,day,highway,57,severe
00981.jpg,clear,dawn,highway,111,severe
00982.jpg,rainy,dawn,highway,33,minor
00983.jpg,cloudy,night,rural,109,moderate
00984.jpg,clear,day,rural,66,severe
00985.jpg,clear,dusk,highway,103,minor
00986.jpg,cloudy,dusk,rural,40,severe
00987.jpg,rainy,dawn,highway,59,severe
00988.jpg,rainy,dusk,highway,48,severe
00989.jpg,clear,night,urban,94,moderate
00990.jpg,clear,night,highway,80,minor
00991.jpg,cloudy,night,highway,118,severe
00992.jpg,rainy,day,urban,92,minor
00993.jpg,rainy,night,urban,25,severe
00994.jpg,clear,dawn,rural,116,minor
00995.jpg,rainy,dusk,rural,87,moderate
00996.jpg,clear,dusk,highway,30,severe
00997.jpg,cloudy,night,rural,56,minor
00998.jpg,clear,dawn,rural,106,severe
00999.jpg,cloudy,day,urban,44,moderate
01000.jpg,rainy,dawn,urban,111,severe
01001.jpg,cloudy,dusk,urban,24,moderate
01002.jpg,rainy,dawn,urban,61,moderate
01003.jpg,rainy,night,rural,116,moderate
01004.jpg,clear,dusk,urban,64,moderate
01005.jpg,snowy,dusk,urban,39,moderate
01006.jpg,cloudy,day,highway,88,severe
01007.jpg,rainy,night,highway,62,moderate
01008.jpg,rainy,night,rural,82,moderate
01009.jpg,rainy,day,urban,32,minor
01010.jpg,rainy,night,urban,58,minor
01011.jpg,snowy,day,highway,95,minor
01012.jpg,snowy,dusk,rural,29,moderate
01013.jpg,cloudy,dawn,urban,74,severe
01014.jpg,cloudy,night,rural,23,moderate
01015.jpg,clear,dawn,highway,46,severe
01016.jpg,clear,night,urban,64,moderate
01017.jpg,rainy,dawn,urban,44,moderate
01018.jpg,snowy,dusk,rural,106,severe
01019.jpg,cloudy,day,rural,99,minor
01020.jpg,cloudy,night,urban,57,minor
01021.jpg,cloudy,dawn,rural,22,minor
01022.jpg,clear,dusk,highway,113,moderate
01023.jpg,snowy,dusk,highway,120,moderate
01024.jpg,snowy,day,rural,62,severe
01025.jpg,snowy,dusk,rural,74,severe
01026.jpg,clear,dawn,rural,85,moderate
01027.jpg,snowy,night,rural,36,moderate
01028.jpg,snowy,day,rural,53,moderate
01029.jpg,cloudy,dawn,highway,92,minor
01030.jpg,cloudy,night,urban,75,moderate
01031.jpg,rainy,dawn,highway,26,minor
01032.jpg,clear,night,rural,92,minor
01033.jpg,rainy,dusk,highway,34,severe
01034.jpg,rainy,dawn,urban,59,minor
01035.jpg,snowy,night,highway,69,moderate
01036.jpg,cloudy,day,rural,79,moderate
01037.jpg,snowy,dusk,rural,119,moderate
01038.jpg,rainy,day,urban,94,minor
01039.jpg,clear,day,urban,20,severe
01040.jpg,snowy,day,rural,62,minor
01041.jpg,cloudy,dusk,highway,58,minor
01042.jpg,snowy,dawn,urban,50,minor
01043.jpg,snowy,dusk,rural,83,moderate
01044.jpg,rainy,dusk,highway,88,moderate
01045.jpg,snowy,dawn,urban,91,minor
01046.jpg,rainy,dawn,highway,22,minor
01047.jpg,snowy,day,highway,86,moderate
01048.jpg,clear,day,rural,73,severe
01049.jpg,cloudy,dawn,highway,37,moderate
01050.jpg,cloudy,night,urban,36,moderate
01051.jpg,clear,day,urban,95,severe
01052.jpg,snowy,dusk,urban,70,minor
01053.jpg,cloudy,dusk,highway,118,minor
01054.jpg,cloudy,day,highway,81,moderate
01055.jpg,rainy,dusk,rural,100,moderate
01056.jpg,clear,day,highway,76,moderate
01057.jpg,clear,dusk,rural,61,minor
01058.jpg,snowy,dawn,urban,88,moderate
01059.jpg,rainy,day,rural,34,minor
01060.jpg,rainy,night,highway,108,minor
01061.jpg,clear,night,rural,65,severe
01062.jpg,cloudy,night,highway,59,moderate
01063.jpg,snowy,night,highway,109,moderate
01064.jpg,cloudy,dusk,rural,80,moderate
01065.jpg,rainy,night,rural,39,moderate
01066.jpg,snowy,dusk,highway,70,moderate
01067.jpg,snowy,dusk,urban,93,minor
01068.jpg,clear,dusk,urban,31,severe
01069.jpg,clear,night,rural,59,moderate
01070.jpg,clear,dawn,rural,88,minor
01071.jpg,cloudy,dawn,highway,115,severe
01072.jpg,cloudy,night,rural,62,minor
01073.jpg,clear,day,highway,40,severe
01074.jpg,cloudy,dusk,urban,109,severe
01075.jpg,clear,night,rural,115,severe
01076.jpg,clear,dawn,rural,43,moderate
01077.jpg,rainy,dusk,rural,71,moderate
01078.jpg,rainy,night,rural,60,moderate
01079.jpg,cloudy,dusk,urban,103,moderate
01080.jpg,snowy,dusk,highway,31,moderate
01081.jpg,clear,dawn,highway,99,moderate
01082.jpg,snowy,day,highway,42,severe
01083.jpg,snowy,dusk,rural,33,moderate
01084.jpg,snowy,day,rural,38,minor
01085.jpg,rainy,dawn,rural,22,severe
01086.jpg,rainy,dusk,rural,70,minor
01087.jpg,cloudy,day,urban,59,moderate
01088.jpg,rainy,day,rural,76,minor
01089.jpg,clear,day,rural,102,severe
01090.jpg,snowy,day,urban,97,moderate
01091.jpg,clear,day,rural,89,severe
01092.jpg,cloudy,day,rural,27,minor
01093.jpg,clear,dawn,highway,96,moderate
01094.jpg,snowy,dawn,rural,66,minor
01095.jpg,snowy,dawn,rural,53,minor
01096.jpg,cloudy,dusk,rural,104,moderate
01097.jpg,snowy,night,rural,101,severe
01098.jpg,clear,night,highway,99,moderate
01099.jpg,rainy,night,highway,92,moderate
01100.jpg,clear,dawn,rural,53,minor
01101.jpg,snowy,night,rural,111,moderate
01102.jpg,clear,dusk,highway,112,severe
01103.jpg,rainy,dawn,rural,101,minor
01104.jpg,clear,day,rural,101,minor
01105.jpg,cloudy,night,highway,78,moderate
01106.jpg,rainy,night,highway,60,minor
01107.jpg,snowy,dusk,highway,94,severe
01108.jpg,snowy,day,highway,119,minor
01109.jpg,clear,night,rural,113,severe
01110.jpg,cloudy,dawn,rural,20,moderate
01111.jpg,cloudy,dusk,highway,101,moderate
01112.jpg,rainy,dawn,highway,72,moderate
01113.jpg,clear,day,urban,71,severe
01114.jpg,snowy,night,highway,42,moderate
01115.jpg,snowy,night,highway,96,moderate
01116.jpg,cloudy,dusk,highway,59,minor
01117.jpg,cloudy,night,urban,120,minor
01118.jpg,cloudy,day,highway,120,moderate
01119.jpg,rainy,day,urban,119,severe
01120.jpg,rainy,night,rural,56,severe
01121.jpg,cloudy,day,urban,61,minor
01122.jpg,snowy,night,urban,61,minor
01123.jpg,rainy,day,urban,61,moderate
01124.jpg,cloudy,dusk,urban,25,severe
01125.jpg,clear,night,highway,86,moderate
01126.jpg,cloudy,day,urban,60,minor
01127.jpg,snowy,dawn,urban,48,severe
01128.jpg,snowy,dawn,rural,107,minor
01129.jpg,snowy,dawn,rural,30,severe
01130.jpg,rainy,night,highway,110,moderate
01131.jpg,rainy,dawn,rural,66,minor
01132.jpg,rainy,dusk,urban,29,minor
01133.jpg,cloudy,day,rural,35,minor
01134.jpg,clear,day,rural,21,moderate
01135.jpg,snowy,dawn,highway,75,severe
01136.jpg,snowy,dusk,highway,61,moderate
01137.jpg,clear,night,urban,39,minor
01138.jpg,cloudy,dawn,urban,118,severe
01139.jpg,cloudy,night,urban,81,moderate
01140.jpg,cloudy,dusk,rural,113,moderate
01141.jpg,clear,dusk,highway,84,moderate
01142.jpg,snowy,dusk,rural,69,moderate
01143.jpg,rainy,night,rural,43,moderate
01144.jpg,snowy,dusk,urban,58,minor
01145.jpg,cloudy,dusk,urban,49,moderate
01146.jpg,rainy,night,rural,56,minor
01147.jpg,rainy,dusk,highway,115,minor
01148.jpg,snowy,dawn,rural,30,severe
01149.jpg,snowy,day,urban,32,minor
01150.jpg,cloudy,dusk,urban,65,severe
01151.jpg,snowy,dusk,highway,98,severe
01152.jpg,rainy,night,rural,42,severe
01153.jpg,cloudy,dusk,rural,83,minor
01154.jpg,clear,dusk,rural,113,moderate
01155.jpg,cloudy,night,urban,76,minor
01156.jpg,clear,dawn,rural,90,severe
01157.jpg,cloudy,dawn,highway,106,minor
01158.jpg,cloudy,dawn,urban,116,severe
01159.jpg,snowy,dusk,highway,95,minor
01160.jpg,clear,dawn,highway,93,severe
01161.jpg,rainy,dusk,urban,94,moderate
01162.jpg,rainy,night,urban,92,minor
01163.jpg,clear,day,highway,98,minor
01164.jpg,clear,night,highway,26,moderate
01165.jpg,rainy,night,rural,38,minor
01166.jpg,rainy,night,rural,61,severe
01167.jpg,cloudy,day,highway,29,minor
01168.jpg,rainy,dawn,urban,25,minor
